Title,Conference
Trail Probabilities for a Multiplexer with Self-Similar Traffic,INFOCOM
Sensitivity Analysis for Minimization of Input Data Dimension for Feedforward Neural Network,ISCAS
A CMOS linear tunable transconductor for continuous-time tunable Gm-C filters,ISCAS
Computer aided simulation and verification of forward error-correcting biosensors,ISCAS
Sensor Network Navigation without Locations,INFOCOM
Personalized pocket directories for mobile devices,WWW
Walking Through a Very Large Virtual Environment in Real-time,VLDB
Integrated MEMS structures and CMOS circuits for bioelectronic interface with single cells,ISCAS
A relaxation method for getting the steady-state responses of nonlinear circuits,ISCAS
WebQuilt: a framework for capturing and visualizing the web experience,WWW
PicASHOW: pictorial authority search by hyperlinks on the Web,WWW
Long Term Resource Allocation in Video Delivery Systems,INFOCOM
Automatic Generation of a Differential XSL Stylesheet From Two XML Documents,WWW
Handover Re-routing Schemes for Connection Oriented Services in Mobile ATM Networks,INFOCOM
Language Support for Office Modelling,VLDB
InvenTcl: making Open Inventor interpretive with Tcl/[incr Tcl],SIGGRAPH
"An Analysis of Hot-Potato"" Routing in a Fiber Optic Packet Switched Hypercube""""n Analysis of ""Hot-Potato"" Routing in a Fiber Optic Packet Swi"""" Analysis of ""Hot-Potato"" Routing in a Fiber Op""""Analysis of ""Hot-Potato"" Routing """"nalysis of ""Hot-Pota""""alysis o""",INFOCOM
Queries and updates in the codb p2p database system,VLDB
Communication design for electronic negotiations on the basis of XML schema,WWW
Clustream: a framework for clustering evolving data streams,VLDB
Chip-scale magnetic sensing and control of nanoparticles and nanorods,ISCAS
CiteSeerx: an architecture and web service design for an academic document search engine,WWW
Determining when a Structure is a Nested Relation,VLDB
A Self-Test Approach Using Accumulators as Test Pattern Generators,ISCAS
An Asymptotic Analysis of a Threshold Load Balancing Policy,INFOCOM
On the lack of typical behavior in the global Web traffic network,WWW
A Reliable Backend Using Multiattribute Clustering and Select-Join Operator,VLDB
Disk Shadowing,VLDB
Special section: SIGGRAPH bowl,SIGGRAPH
Uniform Self-Stabilizing Leader Election Part 1: Complete Graph Protocols,WWW
Design and Analysis of a WDMA Protocol for Passive Star-Coupled Lightwave Networks,INFOCOM
X-splines: a spline model designed for the end-user,SIGGRAPH
On Relating the CODASYL Database Languages and the ANSI/SPARC Framework,VLDB
TRAX - Real-World Tracking of Moving Objects,VLDB
Semantic Retrieval for the NCSA Mosaic,WWW
Optimal PN Sequences Design for Quasi-Synchronous CDMA Communication Systems,ISCAS
Edge map guided adaptive post-filter for blocking and ringing artifacts removal,ISCAS
Determinants of immersivity in virtual reality: graphics vs. action,SIGGRAPH
Improving Parallel Circuit Simulation Using High-Level Waveforms,ISCAS
Measurement-Based Band Allocation in Multiband CDMA,INFOCOM
The anatomy of a large - scale hypertextual web search engine,WWW
VRMath: an environment for knowledge construction of 3D geometry concepts and processes in virtual reality microworlds,SIGGRAPH
A self-sensing tristate pad driver for control signals of multiple bus controllers,ISCAS
Shape adaptive wavelet coding,ISCAS
Integrating Implicit Answers with Object-Oriented Queries,VLDB
Discovering geographical-specific interests from web click data,WWW
Data Base Description with a Single Name Category Data Model,VLDB
Effectiveness of Dynamic Bandwidth Management Mechanisms in ATM Networks,INFOCOM
A Simple and Robust Method for Controlling Chaotic Systems,ISCAS
Efficient Prototyping System Based on Incremental Design and Module-by-Module Verification,ISCAS
Coexistence and Transformation of Data,VLDB
Smart album: photo filtering by effect detections,SIGGRAPH
Threshold and reservation based call admission control policies for multiservice resource-sharing systems,INFOCOM
Judicious Use of Redundant Transmissions Multi-Channel ALOHA Networks with Deadlines,INFOCOM
An Evaluation of Scalable Application-Level Multicast Built Using Peer-To-Peer Overlays,INFOCOM
The Performance of Simple Error Control Protocols under Correlated Packet Losses,INFOCOM
MOVE CLICK MOVE: creating an animation DVD,SIGGRAPH
Fluids with extreme viscosity,SIGGRAPH
A Heuristic Wavelength Assignment Algorithm for Multihop WDM Networks with Wavelength Routing and Wavelength Reuse,INFOCOM
Proving Stability of Delta-Sigma Modulator Using Invariant Sets,ISCAS
A High-Throughput Cell Scheduling Algorithm for Delay-Sensitive Traffic in Broadband Switching Systems,INFOCOM
A Uniform Approach to Processing Temporal Queries,VLDB
Visualizing large-scale datasets: challenges and opportunities,SIGGRAPH
Browser Session Preservation and Migration,WWW
Link-level Scheduling for Network-level Performance,INFOCOM
A High-Speed Low-Complexity ReedaÃ¢â€_Â¬Ã¢â‚¬Å“Solomon Decoder for Optical Communications,ISCAS
Optimization of Nonrecursive Queries,VLDB
Exploiting the Properties of Query Workload and File Name Distributions to Improve P2P Synopsis-based Searches,INFOCOM
The GPU as Numerical Simulation Engine,SIGGRAPH
Constructing Optimal IP Routing Tables,INFOCOM
On the Use of Directory Services to Support Multi-Protocol Inter-operability,INFOCOM
A 4-transistor Euclidean distance cell for analog classifiers,ISCAS
Analytic Evaluation of RED Performance,INFOCOM
A Novel Index Supporting High Volume Data Warehouse Insertion,VLDB
On the bursty evolution of blogspace,WWW
A calculus approach to minimum energy transmission policies with quality of service guarantees,INFOCOM
Oscillation mode analysis in power systems based on data acquired by distributed phasor measurement units,ISCAS
An Energy-Efficient Architecture for DTN Throwboxes,INFOCOM
Combining Perception and Impressionist Techniques for Nonphotorealistic Visualization of Multidimensional Data,SIGGRAPH
Rights Markup Extensions for the Protection of Indigenous Knowledge,WWW
Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,VLDB
Multiway Graph Partitioning with Applications to PCS Networks,INFOCOM
Technologies for augmented reality systems: realizing ultrasound-guided needle biopsies,SIGGRAPH
Efficient Dissemination of Personalized Information Using Content-Based Multicast,INFOCOM
SEAM: Scalable and Efficient ATM Multicast,INFOCOM
Choosing an Efficient Internal Schema,VLDB
Competitive analysis from click-through log,WWW
2-D adaptive CPWQ filter for image enhancement,ISCAS
XML Key Management Specification (XKMS),WWW
Image-guided streamline placement,SIGGRAPH
Recovering high dynamic range radiance maps from photographs,SIGGRAPH
Ã_Â¡-Queries: enabling querying for semantic associations on the semantic web,WWW
Audio Watermarking Based on Statistical Feature in Wavelet Domain,WWW
Programmable CMOS Analog Function Synthesis,ISCAS
Toward Optimal Utilization of Shared Random Access Channels,INFOCOM
An Algorithm for Solving the Equations of Monotone Nonlinear Resistive Networks,ISCAS
Signal flow graph OTA-C integrated filters,ISCAS
A pplications of 3D LCR networks in the design of 3D recursive filters,ISCAS
Thwarting Blackhole Attacks in Distruption-Tolerant Networks using Encounter Tickets,INFOCOM
3D human face identity transfer using deformation gradient,SIGGRAPH
A logical framework for modeling and reasoning about semantic web services contract,WWW
A semantic-link-based infrastructure for web service discovery in P2P networks,WWW
Identifying featured articles in wikipedia: writing style matters,WWW
On Optimal Routing with Multiple Traffic Matrices,INFOCOM
Query-Session-Based Term Suggestion for Interactive Web Search,WWW
Direct Synthesis of Efficient Speed-Independent Circuits from Deterministic Signal Transition Graphs,ISCAS
Specializing shaders,SIGGRAPH
2-D bifurcation diagram of an oscillator based on PWL hysteresis,ISCAS
Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,VLDB
The Information Preserving Properties of Relational Database Transformations,VLDB
A Polygen Model for Heterogeneous Database Systems: The Source Tagging Perspective,VLDB
Pipelined Adaptive IIR Filter Architecture,ISCAS
Using static analysis for Ajax intrusion detection,WWW
Parameter Estimation of Geometrically Sampled Fractional Brownian Traffic,INFOCOM
"VBR over VBR: the Homogeneous, Loss-free Case",INFOCOM
Harmonic balance simulation and optimization of nonlinear circuits,ISCAS
Brand Awareness and the Evaluation of Search Results,WWW
Modeling soil: realtime dynamic models for soil slippage and manipulation,SIGGRAPH
Efficient k-nearest neighbor graph construction for generic similarity measures,WWW
Experimental Evaluation of Real-Time Optimistic Concurrency Control Schemes,VLDB
A practical model for subsurface light transport,SIGGRAPH
Finding Relevant Website Queries,WWW
Fast compression artifact reduction technique based on nonlinear filtering,ISCAS
Continuous Network Coding in Wireless Relay Networks,INFOCOM
A distributed 3D graphics library,SIGGRAPH
A global optimization algorithm based on circuit partitioning technique,ISCAS
Improving the Fairness of Distributed-Queue-Dual-Bus Networks,INFOCOM
Scanning physical interaction behavior of 3D objects,SIGGRAPH
CubeSVD: a novel approach to personalized Web search,WWW
Wavelet radiosity,SIGGRAPH
"A Stepwise Refinement Algorithm for Integrated Floorplanning, Placement and Routing of Hierarchical Designs",ISCAS
The web of topics: discovering the topology of topic evolution in a corpus,WWW
An Overall FIR Filter Optimization Tool for High Granularity Implementation Technologies,ISCAS
Personal WebMelody: Customized Sonification of Web Servers,WWW
Harmonic balance and frequency domain relaxation of nonlinear feedback systems,ISCAS
Analysis and Implementation of a Priority Knockout Switch,INFOCOM
Who is SMILing on the Web?,WWW
DataBlitz: A High Performance Main-Memory Storage Manager,VLDB
Switched-capacitor power converters with integrated low dropout regulators,ISCAS
Generating efficient labels to facilitate web accessibility,WWW
On the Placement of Internet Instrumentation,INFOCOM
Do you want to take notes?: identifying research missions in Yahoo! search pad,WWW
Classifying Loss Rates in Broadband Networks,INFOCOM
Mining interesting locations and travel sequences from GPS trajectories,WWW
Hierarchical polygon tiling with coverage masks,SIGGRAPH
Supporting Dynamic Inter-Class Resource Sharing: A Multi-Class QoS Routing Algorithm,INFOCOM
Flexible Storage Placement of Digital Video Media,INFOCOM
2D and 3D facial correspondences via photometric alignment,SIGGRAPH
Web log mining with adaptive support thresholds,WWW
Optimizing Boolean Expressions in Object-Bases,VLDB
A Neural Network Approach to Set Up The Benes Switch,INFOCOM
Comparing link marker visualization techniques: changes in reading behavior,WWW
Large deviation exits from a running orbit in the Josephson junction,ISCAS
Spectral watertight surface reconstruction,SIGGRAPH
Virtual Network Embedding with Coordinated Node and Link Mapping,INFOCOM
Split-Transactions for Open-Ended Activities,VLDB
"Digital publication: status, opportunities and problems (panel session)",SIGGRAPH
A Comparison of Bandwidth Smoothing Techniques for the Transmission of Prerecorded Compressed Video,INFOCOM
Combining hierarchical radiosity and discontinuity meshing,SIGGRAPH
Answering similarity queries in peer-to-peer networks,WWW
Information Monitoring on the Web: A Scalable Solution,WWW
"Architectural Description of a New, Easily Expandable Self-Routing Computer Network Topology",INFOCOM
A Preprocessing Architecture for Resolution Enhancement in High Speed Analog-to-digital Converters,ISCAS
